path,parse_status,lines,functions,classes,same_basename_count,internal_imports
ai_trading/rl/environments/multi_asset_trading_environment.py,PASS,276,11,1,2,
ai_trading/rl/environments/trading_environment.py,PASS,260,8,1,2,
ai_trading/rl/evaluation.py,PASS,1219,22,2,1,ai_trading.config
ai_trading/rl/exploration.py,PASS,433,19,4,1,
ai_trading/rl/frame_compression.py,PASS,332,14,2,1,
ai_trading/rl/hogwild.py,PASS,658,19,3,1,
ai_trading/rl/hyperparameter_optimizer.py,PASS,791,20,1,1,ai_trading.config;ai_trading.rl.agents.sac_agent;ai_trading.rl.trading_environment
ai_trading/rl/hyperparameter_tuning.py,PASS,199,3,0,1,ai_trading.examples.test_atr_stop_loss;ai_trading.rl.dqn_agent;ai_trading.rl.evaluation;ai_trading.rl.trading_environment
ai_trading/rl/inverse_rl.py,PASS,694,20,3,1,
ai_trading/rl/market_constraints.py,PASS,119,5,1,1,
ai_trading/rl/meta_learning.py,PASS,418,12,3,2,
ai_trading/rl/models/__init__.py,PASS,1,0,0,31,
ai_trading/rl/models/cnn_model.py,PASS,193,4,2,1,ai_trading.rl.models.temporal_attention
ai_trading/rl/models/hybrid_cnn_attention.py,PASS,29,2,1,1,
ai_trading/rl/models/hybrid_market_adaptation.py,PASS,376,6,1,1,ai_trading.config;ai_trading.rl.models.meta_learning;ai_trading.rl.models.transfer_learning
ai_trading/rl/models/market_task_generator.py,PASS,486,8,2,1,
ai_trading/rl/models/meta_learning.py,PASS,262,7,1,2,ai_trading.config
ai_trading/rl/models/model_distillation.py,PASS,594,9,2,3,ai_trading.config;ai_trading.rl.models.temporal_transformer
ai_trading/rl/models/multi_horizon_transformer.py,PASS,532,13,4,1,
ai_trading/rl/models/multitask_learning_model.py,PASS,632,17,6,1,ai_trading.rl.models.multi_horizon_transformer
ai_trading/rl/models/portfolio_optimization.py,PASS,736,20,3,1,ai_trading.risk.risk_metrics
ai_trading/rl/models/temporal_attention.py,PASS,212,4,2,1,
ai_trading/rl/models/temporal_transformer.py,PASS,279,7,3,1,
ai_trading/rl/models/transfer_learning.py,PASS,767,22,2,1,ai_trading.config
ai_trading/rl/multi_asset_trading.py,PASS,819,21,1,1,ai_trading.rl.data_integration;ai_trading.rl.trading_system
ai_trading/rl/multi_asset_trading_environment.py,PASS,1036,23,1,2,ai_trading.config;ai_trading.rl.portfolio_allocator;ai_trading.rl.technical_indicators
ai_trading/rl/multi_period_trainer.py,PASS,315,11,5,1,ai_trading.data.market_data;ai_trading.rl.agents.sac_agent;ai_trading.rl.trading_environment
ai_trading/rl/network_distillation.py,PASS,281,9,2,1,
ai_trading/rl/optimization/ray_tune_optimizer.py,PASS,493,10,2,1,
ai_trading/rl/performance_evaluation.py,PASS,255,4,0,1,ai_trading.config;ai_trading.rl.dqn_agent;ai_trading.rl.trading_environment;ai_trading.utils.enhanced_data_collector
ai_trading/rl/policy_lag.py,PASS,684,26,2,1,
ai_trading/rl/portfolio_allocator.py,PASS,302,7,1,1,
ai_trading/rl/replay_buffer.py,PASS,792,24,4,1,
ai_trading/rl/risk_manager.py,PASS,609,14,1,3,ai_trading.rl.technical_indicators
ai_trading/rl/run_continuous_agents.py,PASS,229,4,0,1,ai_trading.rl.agents.ppo_agent;ai_trading.rl.agents.sac_agent;ai_trading.rl.trading_environment
ai_trading/rl/run_environment.py,PASS,200,2,0,1,ai_trading.config;ai_trading.rl.trading_environment
ai_trading/rl/run_risk_manager.py,PASS,525,5,0,1,ai_trading.config
ai_trading/rl/run_sac_agent.py,PASS,499,6,0,1,ai_trading.rl.agents.sac_agent;ai_trading.rl.trading_environment
ai_trading/rl/sac_agent.py,PASS,26,3,1,2,
ai_trading/rl/state_cache.py,PASS,834,24,2,1,
ai_trading/rl/technical_indicators.py,PASS,876,25,1,2,
ai_trading/rl/temporal_cross_validation.py,PASS,120,3,1,2,
ai_trading/rl/test_ppo_continuous.py,PASS,275,4,0,1,ai_trading.rl.agents.ppo_agent;ai_trading.rl.trading_environment
ai_trading/rl/tests/test_cnn_model.py,PASS,36,3,0,1,ai_trading.rl.models.cnn_model
ai_trading/rl/tests/test_model_distillation.py,PASS,440,7,0,1,ai_trading.config;ai_trading.rl.models.model_distillation;ai_trading.rl.trading_system
ai_trading/rl/tests/test_multi_asset_trading.py,PASS,106,9,0,2,ai_trading.rl.multi_asset_trading
ai_trading/rl/tests/test_multitask_agent.py,PASS,499,10,2,1,ai_trading.rl.agents.multitask_agent;ai_trading.rl.tests.test_multitask_learning
ai_trading/rl/tests/test_multitask_integration.py,PASS,196,3,0,1,ai_trading.rl.agents.multitask_agent;ai_trading.rl.models.multitask_learning_model
ai_trading/rl/tests/test_multitask_learning.py,PASS,616,6,0,1,ai_trading.rl.models.multitask_learning_model;ai_trading.rl.trainer.multitask_trainer
ai_trading/rl/tests/test_temporal_attention.py,PASS,107,10,0,1,ai_trading.rl.models.temporal_attention
ai_trading/rl/tests/test_temporal_transformer.py,PASS,149,9,0,1,ai_trading.rl.models.temporal_transformer
ai_trading/rl/tests/test_trading_system.py,PASS,103,7,0,1,ai_trading.rl.models.temporal_transformer;ai_trading.rl.trading_system
ai_trading/rl/tests/test_transformer_ppo.py,PASS,514,9,0,1,ai_trading.rl.agents.transformer_ppo_agent;ai_trading.rl.trading_environment
ai_trading/rl/tests/test_transformer_real_data.py,PASS,258,6,0,1,ai_trading.rl.trading_system
ai_trading/rl/trading_environment.py,PASS,1006,18,1,2,ai_trading.config;ai_trading.rl.adaptive_normalization;ai_trading.rl.risk_manager
ai_trading/rl/trading_system.py,PASS,915,14,1,1,ai_trading.config;ai_trading.data.financial_dataset;ai_trading.optim.optimizers;ai_trading.optim.schedulers;ai_trading.rl.agents.sac_agent;ai_trading.rl.data_integration;ai_trading.rl.dqn_agent;ai_trading.rl.evaluation;ai_trading.rl.models.temporal_transformer;ai_trading.rl.trading_environment
ai_trading/rl/train.py,PASS,513,7,1,2,ai_trading.config;ai_trading.rl.dqn_agent
ai_trading/rl/train_with_curriculum.py,PASS,261,4,0,1,ai_trading.rl.agents.sac_agent;ai_trading.rl.curriculum_learning;ai_trading.utils.enhanced_data_collector;ai_trading.utils.enhanced_preprocessor
ai_trading/rl/train_with_gradient_accumulation.py,PASS,498,9,1,1,ai_trading.rl.trading_system;ai_trading.utils.gpu_cleanup;ai_trading.utils.gpu_rtx_optimizer;ai_trading.utils.gradient_accumulation
ai_trading/rl/trainer/multitask_trainer.py,PASS,651,12,2,1,ai_trading.rl.models.multitask_learning_model
ai_trading/rl/transformer_models.py,PASS,161,7,2,1,
ai_trading/rl/variable_batch.py,PASS,647,14,2,1,
ai_trading/rl_agent.py,PASS,530,15,3,1,ai_trading.rl.dqn_agent
ai_trading/run_var.py,PASS,132,6,0,1,
ai_trading/strategies/__init__.py,PASS,1,0,0,31,
ai_trading/strategies/arbitrage/__init__.py,PASS,1,0,0,31,
ai_trading/strategies/arbitrage/base.py,PASS,273,11,1,1,
ai_trading/strategies/arbitrage/funding_rate_arbitrage.py,PASS,371,7,1,1,ai_trading.strategies.arbitrage.base
ai_trading/strategies/arbitrage/spatial_arbitrage.py,PASS,391,8,1,1,ai_trading.strategies.arbitrage.base
ai_trading/strategies/arbitrage/statistical_arbitrage.py,PASS,464,9,1,1,ai_trading.strategies.arbitrage.base
ai_trading/strategies/arbitrage/triangular_arbitrage.py,PASS,454,9,1,1,ai_trading.strategies.arbitrage.base
ai_trading/tests/__init__.py,PASS,11,0,0,31,
ai_trading/tests/conftest.py,PASS,92,5,0,4,ai_trading.tests.llm.utils.mock_real_time_adapter;ai_trading.utils.gpu_cleanup
ai_trading/tests/data/test_alternative_data_collector.py,PASS,254,9,2,1,ai_trading.rl.multi_asset_trading_environment;ai_trading.utils.alternative_data_collector
ai_trading/tests/data/test_data_integration.py,PASS,188,6,1,1,ai_trading.rl.adaptive_normalization;ai_trading.rl.data_integration;ai_trading.tests.mocks
ai_trading/tests/data/test_enhanced_collector.py,PASS,188,11,1,1,ai_trading.utils.enhanced_data_collector
ai_trading/tests/data/test_enhanced_preprocessor.py,PASS,320,13,2,1,ai_trading.utils.enhanced_preprocessor
ai_trading/tests/data/test_orderbook_collector.py,PASS,419,19,1,1,ai_trading.utils.orderbook_collector
ai_trading/tests/execution/test_execution.py,PASS,73,3,0,1,ai_trading.execution.adaptive_execution
ai_trading/tests/execution/test_market_constraints.py,PASS,155,10,1,1,ai_trading.rl.market_constraints
ai_trading/tests/execution/test_order_flow.py,PASS,220,7,1,1,ai_trading.data.enhanced_market_data;ai_trading.data.order_flow
ai_trading/tests/execution/test_order_system.py,PASS,603,21,4,1,ai_trading.orders.order_integration;ai_trading.orders.order_manager;ai_trading.orders.order_types
ai_trading/tests/execution/test_smart_routing.py,PASS,92,2,0,2,ai_trading.execution.smart_routing
ai_trading/tests/llm/predictions/test_performance_analysis.py,PASS,102,11,0,1,ai_trading.llm.predictions.performance_analysis
ai_trading/tests/llm/sentiment_analysis/test_sentiment_utils.py,PASS,138,13,3,1,ai_trading.llm.sentiment_analysis.sentiment_utils
ai_trading/tests/llm/test_enhanced_news_analyzer.py,PASS,167,9,1,1,ai_trading.llm.sentiment_analysis.enhanced_news_analyzer
ai_trading/tests/llm/test_market_predictor.py,PASS,354,17,3,1,ai_trading.llm.predictions.market_predictor
ai_trading/tests/llm/test_model_ensemble.py,PASS,360,17,4,1,ai_trading.llm.predictions.market_predictor;ai_trading.llm.predictions.model_ensemble;ai_trading.llm.predictions.prediction_model
ai_trading/tests/llm/test_multi_horizon_predictor.py,PASS,311,15,3,1,ai_trading.llm.predictions.multi_horizon_predictor
ai_trading/tests/llm/test_optimized_predictor.py,PASS,456,23,4,1,ai_trading.llm.predictions.market_predictor;ai_trading.llm.predictions.prediction_model
ai_trading/tests/llm/test_prediction_explainer.py,PASS,253,10,1,1,ai_trading.llm.predictions.market_predictor;ai_trading.llm.predictions.multi_horizon_predictor;ai_trading.llm.predictions.prediction_explainer;ai_trading.llm.predictions.prediction_model
ai_trading/tests/llm/test_real_time_adapter.py,PASS,343,17,3,1,ai_trading.llm.predictions.real_time_adapter;ai_trading.tests.llm.utils.mock_real_time_adapter
ai_trading/tests/llm/test_sentiment_integration.py,PASS,183,7,1,1,ai_trading.config;ai_trading.llm.sentiment_analysis;ai_trading.rl.data_integration
ai_trading/tests/llm/test_social_analyzer.py,PASS,98,8,1,1,ai_trading.data_processor;ai_trading.llm.sentiment_analysis.social_analyzer
ai_trading/tests/llm/test_uncertainty_calibration.py,PASS,223,8,1,1,ai_trading.llm.predictions.market_predictor;ai_trading.llm.predictions.prediction_model;ai_trading.llm.predictions.uncertainty_calibration
ai_trading/tests/llm/utils/mock_real_time_adapter.py,PASS,183,11,1,1,ai_trading.llm.predictions.real_time_adapter
ai_trading/tests/misc/test_complete_allocation_system.py,PASS,410,16,1,1,ai_trading.portfolio.complete_allocation_system;ai_trading.rl.models.portfolio_optimization
ai_trading/tests/misc/test_evaluation.py,PASS,319,6,1,1,ai_trading.rl.data_integration;ai_trading.rl.dqn_agent;ai_trading.rl.evaluation;ai_trading.rl.trading_environment
ai_trading/tests/misc/test_train.py,PASS,229,6,1,1,ai_trading.rl.data_integration;ai_trading.rl.dqn_agent;ai_trading.rl.trading_environment;ai_trading.rl.train
ai_trading/tests/misc/test_visualization_paths.py,PASS,162,6,1,1,ai_trading.config;ai_trading.llm.sentiment_analysis
ai_trading/tests/ml/backtesting/test_advanced_backtesting.py,PASS,612,20,5,1,ai_trading.ml.backtesting.backtest_engine;ai_trading.ml.backtesting.execution_model;ai_trading.ml.backtesting.transaction_costs
ai_trading/tests/ml/backtesting/test_market_robustness.py,PASS,217,12,2,1,ai_trading.validation.market_robustness
ai_trading/tests/ml/backtesting/test_stress_testing.py,PASS,150,12,0,1,ai_trading.ml.backtesting.stress_testing
ai_trading/tests/ml/backtesting/test_survivorship_bias.py,PASS,524,16,5,1,ai_trading.ml.backtesting.survivorship_bias
ai_trading/tests/ml/backtesting/test_temporal_cross_validation.py,PASS,127,4,1,1,ai_trading.rl.sac_agent;ai_trading.utils.temporal_cross_validation
ai_trading/tests/ml/test_adaptive_normalization.py,PASS,143,7,1,1,ai_trading.rl.adaptive_normalization
ai_trading/tests/ml/test_feature_selector.py,PASS,93,5,1,1,ai_trading.utils.feature_selector
ai_trading/tests/ml/test_financial_dataset.py,PASS,380,14,1,1,ai_trading.data.data_optimizers;ai_trading.data.financial_dataset;ai_trading.data.synthetic_data_generator
ai_trading/tests/ml/test_indicators.py,PASS,137,4,1,1,ai_trading.indicators.break_retest;ai_trading.indicators.sr_manager;ai_trading.indicators.timeframe_manager
ai_trading/tests/ml/test_model_quantization.py,PASS,889,33,6,1,ai_trading.utils.model_quantization
ai_trading/tests/ml/test_multi_timeframe_signals.py,PASS,466,17,4,1,ai_trading.ml.trading_signals.multi_timeframe_signals;ai_trading.ml.trading_signals.signal_generator
ai_trading/tests/ml/test_optimized_dataset.py,PASS,147,6,1,1,ai_trading.data.compressed_storage;ai_trading.data.optimized_dataset
ai_trading/tests/ml/test_statistical_tests.py,PASS,168,12,1,1,ai_trading.validation.statistical_tests
ai_trading/tests/ml/test_technical_indicators.py,PASS,546,21,1,1,ai_trading.rl.technical_indicators
ai_trading/tests/ml/test_temporal_cross_validator.py,PASS,58,3,1,1,ai_trading.validation.temporal_cross_validator
ai_trading/tests/ml/test_trading_signals.py,PASS,371,13,2,1,ai_trading.ml.trading_signals.ml_model;ai_trading.ml.trading_signals.signal_generator
ai_trading/tests/mocks.py,PASS,86,7,2,1,
ai_trading/tests/optimization/test_bayesian_optimization.py,PASS,166,5,1,1,ai_trading.data.synthetic_data_generator;ai_trading.rl.agents.sac_agent;ai_trading.rl.bayesian_optimizer;ai_trading.rl.trading_environment
ai_trading/tests/optimization/test_bayesian_optimizer.py,PASS,410,13,1,1,ai_trading.data.synthetic_data_generator;ai_trading.rl.agents.sac_agent;ai_trading.rl.bayesian_optimizer;ai_trading.rl.trading_environment
ai_trading/tests/optimization/test_deepspeed_optimizer.py,PASS,455,15,3,1,ai_trading.utils.deepspeed_optimizer
ai_trading/tests/optimization/test_gradient_accumulation.py,PASS,278,9,2,1,ai_trading.utils.gradient_accumulation
ai_trading/tests/optimization/test_hogwild.py,PASS,241,13,3,1,
ai_trading/tests/optimization/test_hyperparameter_optimizer.py,PASS,296,17,2,1,ai_trading.config;ai_trading.data.synthetic_data_generator;ai_trading.rl.agents.sac_agent;ai_trading.rl.hyperparameter_optimizer;ai_trading.rl.trading_environment
ai_trading/tests/optimization/test_ray_rllib_optimizer.py,PASS,392,15,3,1,ai_trading.utils.ray_rllib_optimizer
ai_trading/tests/optimization/test_system_optimizer.py,PASS,215,11,1,1,ai_trading.utils.system_optimizer
ai_trading/tests/optimization/test_threading_optimizer.py,PASS,252,11,2,1,ai_trading.utils.threading_optimizer
ai_trading/tests/performance/test_benchmark.py,PASS,500,26,1,1,ai_trading.utils.advanced_logging;ai_trading.utils.checkpoint_manager;ai_trading.utils.performance_logger
ai_trading/tests/performance/test_compressed_storage.py,PASS,146,7,1,1,ai_trading.data.compressed_storage
ai_trading/tests/performance/test_critical_operations.py,PASS,240,13,2,1,ai_trading.optim.critical_operations
ai_trading/tests/performance/test_distributed_training.py,PASS,204,7,1,1,
ai_trading/tests/performance/test_efficient_checkpointing.py,PASS,340,12,2,1,ai_trading.utils.efficient_checkpointing
ai_trading/tests/performance/test_frame_compression.py,PASS,124,8,2,1,ai_trading.rl.frame_compression
ai_trading/tests/performance/test_intel_optimizations.py,PASS,80,1,0,1,ai_trading.utils.intel_optimizations
ai_trading/tests/performance/test_jit_compilation.py,PASS,312,21,6,1,ai_trading.utils.jit_compilation
ai_trading/tests/performance/test_lazy_loading.py,PASS,372,22,5,1,ai_trading.data.lazy_loading
ai_trading/tests/performance/test_mixed_precision.py,PASS,231,14,2,1,ai_trading.utils.mixed_precision
ai_trading/tests/performance/test_model_offloading.py,PASS,298,10,2,1,ai_trading.utils.model_offloading
ai_trading/tests/performance/test_model_pruning.py,PASS,280,14,1,1,ai_trading.utils.model_pruning
ai_trading/tests/performance/test_operation_time_reduction.py,PASS,231,15,2,1,ai_trading.optim.operation_time_reduction
ai_trading/tests/performance/test_profiling.py,PASS,178,13,2,1,ai_trading.utils.profiling
ai_trading/tests/performance/test_rtx_optimization.py,PASS,576,34,6,1,ai_trading.llm.predictions.market_predictor;ai_trading.llm.predictions.prediction_model;ai_trading.llm.predictions.rtx_optimizer
ai_trading/tests/performance/test_state_cache.py,PASS,552,26,2,1,
ai_trading/tests/performance/test_variable_batch.py,PASS,312,23,4,1,
ai_trading/tests/risk/run_var_tests.py,PASS,108,2,0,1,ai_trading.examples.advanced_risk_management_example;ai_trading.examples.trading_with_var;ai_trading.tests.test_advanced_risk_manager
ai_trading/tests/risk/test_advanced_risk_manager.py,PASS,428,17,1,1,ai_trading.risk.advanced_risk_manager
ai_trading/tests/risk/test_atr_stop_loss.py,PASS,447,2,0,1,ai_trading.rl.risk_manager;ai_trading.rl.technical_indicators
ai_trading/tests/risk/test_risk_management.py,PASS,186,2,0,1,ai_trading.execution.risk_manager
ai_trading/tests/risk/test_risk_manager.py,PASS,184,7,1,2,ai_trading.rl.risk_manager
ai_trading/tests/rl/agents/test_dqn_agent.py,PASS,133,8,0,1,ai_trading.rl.agents.dqn_agent
ai_trading/tests/rl/exploration/test_exploration.py,PASS,213,24,4,1,ai_trading.rl.exploration
ai_trading/tests/rl/memory/test_replay_buffer.py,PASS,339,17,4,1,ai_trading.rl.replay_buffer
ai_trading/tests/rl/test_curriculum_learning.py,PASS,358,14,2,1,ai_trading.rl.agents.sac_agent;ai_trading.rl.curriculum_learning;ai_trading.rl.trading_environment
ai_trading/tests/rl/test_disk_replay_buffer.py,PASS,445,11,1,1,ai_trading.rl.disk_replay_buffer
ai_trading/tests/rl/test_distributed_experience.py,PASS,195,14,4,1,
ai_trading/tests/rl/test_entropy_regularization.py,PASS,300,11,1,1,ai_trading.rl.agents.sac_agent;ai_trading.rl.entropy_regularization;ai_trading.rl.trading_environment
ai_trading/tests/rl/test_gru_curriculum.py,PASS,447,14,2,1,ai_trading.config;ai_trading.rl.curriculum_learning
ai_trading/tests/rl/test_gru_sac_agent.py,PASS,112,6,0,1,ai_trading.data.synthetic_data_generator;ai_trading.rl.agents.sac_agent;ai_trading.rl.trading_environment
ai_trading/tests/rl/test_hybrid_adaptation.py,PASS,181,7,1,1,ai_trading.rl.models.hybrid_market_adaptation;ai_trading.tests.rl.test_meta_learning
ai_trading/tests/rl/test_inverse_rl.py,PASS,346,19,3,1,ai_trading.rl.inverse_rl
ai_trading/tests/rl/test_meta_learning.py,PASS,393,22,5,1,ai_trading.rl.models.market_task_generator;ai_trading.rl.models.meta_learning;ai_trading.rl.models.transfer_learning
ai_trading/tests/rl/test_multi_asset_trading.py,PASS,445,15,1,2,ai_trading.rl.multi_asset_trading
ai_trading/tests/rl/test_multi_asset_trading_env.py,PASS,220,6,1,1,ai_trading.rl.multi_asset_trading_environment;ai_trading.rl.portfolio_allocator
ai_trading/tests/rl/test_multi_period_trainer.py,PASS,643,15,2,1,ai_trading.config;ai_trading.rl.multi_period_trainer
ai_trading/tests/rl/test_n_step_replay_buffer.py,PASS,230,8,1,1,ai_trading.rl.agents.n_step_replay_buffer
ai_trading/tests/rl/test_n_step_sac_agent.py,PASS,264,8,1,1,ai_trading.rl.agents.n_step_sac_agent
ai_trading/tests/rl/test_noisy_linear.py,PASS,171,7,1,1,
ai_trading/tests/rl/test_noisy_sac_agent.py,PASS,118,6,0,1,ai_trading.rl.agents.sac_agent
ai_trading/tests/rl/test_policy_lag.py,PASS,476,19,3,1,
ai_trading/tests/rl/test_rewards.py,PASS,350,6,0,1,ai_trading.config;ai_trading.rl.advanced_rewards
ai_trading/tests/rl/test_rl_trading_system.py,PASS,234,7,1,1,ai_trading.rl.data_integration;ai_trading.rl.trading_system
ai_trading/tests/rl/test_sac_agent.py,PASS,469,20,2,1,ai_trading.data.synthetic_data_generator;ai_trading.rl.agents.sac_agent;ai_trading.rl.trading_environment
ai_trading/tests/rl/test_trading_environment.py,PASS,372,15,1,1,ai_trading.rl.trading_environment
ai_trading/tests/rl/test_transformer_hybrid.py,PASS,217,8,1,1,
ai_trading/tests/test_performance/__init__.py,PASS,9,0,0,31,
ai_trading/tests/test_performance/archive/mixed_precision_benchmark.py,PASS,388,8,1,1,ai_trading.utils.advanced_logging;ai_trading.utils.mixed_precision
ai_trading/tests/test_performance/archive/performance_test_example.py,PASS,383,6,0,2,ai_trading.tests.test_performance.benchmark;ai_trading.utils.advanced_logging;ai_trading.utils.checkpoint_manager;ai_trading.utils.performance_logger
ai_trading/tests/test_performance/benchmark.py,PASS,500,26,1,1,ai_trading.utils.advanced_logging;ai_trading.utils.checkpoint_manager;ai_trading.utils.performance_logger
ai_trading/tests/test_performance/profile_utils.py,PASS,330,9,0,1,ai_trading.utils.advanced_logging
ai_trading/tests/test_performance/test_units.py,PASS,307,11,2,1,ai_trading.utils.advanced_logging;ai_trading.utils.checkpoint_manager;ai_trading.utils.performance_logger
ai_trading/tests/test_performance/visualization.py,PASS,401,4,0,2,ai_trading.utils.advanced_logging
ai_trading/tests/unit/events/__init__.py,PASS,5,0,0,31,
ai_trading/tests/unit/events/test_basic.py,PASS,101,0,0,1,ai_trading.events.critical_events
ai_trading/tests/unit/events/test_critical_events.py,PASS,226,10,2,1,ai_trading.events.critical_events
ai_trading/tests/unit/events/test_events.py,PASS,49,1,0,1,ai_trading.events.critical_events
ai_trading/tests/unit/execution/__init__.py,PASS,1,0,0,31,
ai_trading/tests/unit/execution/test_adaptive_execution.py,PASS,209,7,0,1,ai_trading.execution.adaptive_execution
ai_trading/tests/unit/execution/test_risk_manager.py,PASS,314,10,0,2,ai_trading.execution.risk_manager
ai_trading/tests/unit/execution/test_smart_routing.py,PASS,389,11,0,2,ai_trading.execution.smart_routing
ai_trading/tests/unit/indicators/patterns/test_cnn_detector.py,PASS,276,11,2,1,ai_trading.indicators.patterns.cnn_detector
ai_trading/tests/unit/indicators/test_complex_indicators.py,PASS,398,16,4,1,ai_trading.indicators.complex_indicators
ai_trading/tests/unit/indicators/test_volume_analysis.py,PASS,270,15,4,1,ai_trading.indicators.volume_analysis
ai_trading/tests/unit/test_advanced_llm_integrator.py,PASS,207,11,1,1,ai_trading.llm.sentiment_analysis.advanced_llm_integrator
ai_trading/tests/unit/test_contextual_analyzer.py,PASS,117,7,1,1,ai_trading.llm.sentiment_analysis.contextual_analyzer
ai_trading/tests/unit/test_fake_news_detector.py,PASS,95,6,1,1,ai_trading.llm.sentiment_analysis.fake_news_detector
ai_trading/tests/unit/utils/test_data_compression.py,PASS,448,25,3,1,ai_trading.utils.data_compression
ai_trading/train.py,PASS,133,2,0,2,ai_trading.rl.trading_system;ai_trading.utils.gpu_rtx_optimizer
ai_trading/utils/__init__.py,PASS,5,0,0,31,
ai_trading/utils/activation_checkpointing.py,PASS,507,18,2,1,
ai_trading/utils/advanced_logging.py,PASS,377,17,1,1,
ai_trading/utils/alternative_data_collector.py,PASS,169,3,1,1,
ai_trading/utils/async_blockchain_collector.py,PASS,275,12,3,1,
ai_trading/utils/async_task_manager.py,PASS,644,20,1,1,
ai_trading/utils/blockchain_data_collector.py,PASS,733,13,1,1,
ai_trading/utils/checkpoint_manager.py,PASS,773,25,3,1,ai_trading.utils.advanced_logging
ai_trading/utils/constants.py,PASS,10,0,0,1,
ai_trading/utils/create_deepspeed_config.py,PASS,94,1,0,1,
ai_trading/utils/data_compression.py,PASS,696,14,2,1,
ai_trading/utils/deepspeed_optimizer.py,PASS,527,21,3,1,
ai_trading/utils/deepspeed_wrapper.py,PASS,315,13,1,1,
ai_trading/utils/distributed_training.py,PASS,744,10,1,1,
ai_trading/utils/efficient_checkpointing.py,PASS,553,17,2,1,
ai_trading/utils/enhanced_blockchain_collector.py,PASS,340,10,1,1,
ai_trading/utils/enhanced_cache.py,PASS,487,17,2,1,
ai_trading/utils/enhanced_data_collector.py,PASS,578,13,2,1,
ai_trading/utils/enhanced_preprocessor.py,PASS,661,18,3,1,
ai_trading/utils/feature_selector.py,PASS,130,6,1,1,
ai_trading/utils/fix_deprecations.py,PASS,182,5,0,1,
ai_trading/utils/gpu_cleanup.py,PASS,68,1,0,1,
ai_trading/utils/gpu_rtx_optimizer.py,PASS,255,5,1,1,
ai_trading/utils/gradient_accumulation.py,PASS,239,5,1,1,
ai_trading/utils/install_optimizations.py,PASS,404,6,0,1,
ai_trading/utils/intel_optimizations.py,PASS,493,9,0,1,
ai_trading/utils/jit_compilation.py,PASS,486,12,2,1,
ai_trading/utils/mixed_precision.py,PASS,367,9,1,1,
ai_trading/utils/model_distillation.py,PASS,164,6,1,3,
ai_trading/utils/model_offloading.py,PASS,581,16,1,1,
ai_trading/utils/model_pruning.py,PASS,608,16,2,1,
ai_trading/utils/model_quantization.py,PASS,773,17,0,1,
ai_trading/utils/onnx_exporter.py,PASS,543,12,2,1,
ai_trading/utils/orderbook_collector.py,PASS,455,15,1,1,
ai_trading/utils/parallel_processor.py,PASS,318,12,1,2,
ai_trading/utils/performance_logger.py,PASS,447,24,2,1,ai_trading.utils.advanced_logging
ai_trading/utils/performance_tracker.py,PASS,335,20,4,1,
ai_trading/utils/portfolio_optimizer.py,PASS,6,0,0,1,
ai_trading/utils/profiling.py,PASS,475,17,2,1,
ai_trading/utils/ray_rllib_optimizer.py,PASS,578,13,6,1,
ai_trading/utils/resilient_requester.py,PASS,629,25,7,1,
ai_trading/utils/setup_cuda_quantization.py,PASS,200,5,0,1,ai_trading.utils.model_quantization
ai_trading/utils/smart_cache.py,PASS,906,25,2,1,
ai_trading/utils/system_optimizer.py,PASS,513,14,2,1,
ai_trading/utils/technical_analyzer.py,PASS,6,0,0,1,
ai_trading/utils/temporal_cross_validation.py,PASS,275,8,2,2,
ai_trading/utils/tensorflow_gpu_wrapper.py,PASS,308,9,2,1,
ai_trading/utils/tests/test_async_blockchain_collector.py,PASS,375,23,4,1,ai_trading.utils.async_blockchain_collector
ai_trading/utils/tests/test_async_task_manager.py,PASS,426,19,0,1,ai_trading.utils.async_task_manager
ai_trading/utils/tests/test_blockchain_data_collector.py,PASS,400,13,1,1,ai_trading.utils.blockchain_data_collector
ai_trading/utils/tests/test_enhanced_blockchain_collector.py,PASS,389,25,3,1,ai_trading.utils.blockchain_data_collector;ai_trading.utils.enhanced_blockchain_collector
ai_trading/utils/tests/test_enhanced_cache.py,PASS,308,23,3,1,ai_trading.utils.enhanced_cache
ai_trading/utils/tests/test_parallel_processor.py,PASS,254,17,0,1,ai_trading.utils.parallel_processor
ai_trading/utils/tests/test_resilient_requester.py,PASS,466,47,5,1,ai_trading.utils.resilient_requester
ai_trading/utils/tests/test_smart_cache.py,PASS,313,18,2,1,ai_trading.utils.smart_cache
ai_trading/utils/threading_optimizer.py,PASS,483,9,1,1,
ai_trading/utils.py,PASS,315,10,2,1,
ai_trading/validation/__init__.py,PASS,1,0,0,31,
ai_trading/validation/market_robustness.py,PASS,231,8,2,1,
ai_trading/validation/statistical_tests.py,PASS,330,12,1,1,
ai_trading/validation/temporal_cross_validator.py,PASS,49,2,1,1,
clean_repo/clean_cuda.py,PASS,392,10,0,1,
setup.py,PASS,40,0,0,1,
web_app/app.py,PASS,986,27,0,2,web_app.config;web_app.routes.transaction_routes
web_app/config.py,PASS,81,0,1,2,
web_app/routes/transaction_routes.py,PASS,69,1,0,1,web_app.services.price_service;web_app.services.transaction_service
web_app/services/price_service.py,PASS,83,3,1,1,web_app.config
web_app/services/transaction_service.py,PASS,127,7,1,1,web_app.config
web_app/tests/__init__.py,PASS,3,0,0,31,
web_app/tests/conftest.py,PASS,169,9,0,4,
